longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity,room_per_household,room_per_capita,bed_room_ratio,income_per_capita,age_binned_custom,distance_to_LA,distance_to_silicon_valey
-117.94,34.08,35.0,4.87,187700.0,<1H OCEAN,5.7,1.8,0.2,0.0,Old,28.20457734976884,522.7878012330219
-117.17,34.28,13.0,7.1997,253800.0,INLAND,19.5,6.2,0.1,0.0,New,102.17339657613479,560.1158311531415
-117.85,34.06,24.0,7.5286,462700.0,<1H OCEAN,6.6,2.2,0.2,0.0,Medium,36.358235855169134,530.1895840240649
-117.93,33.69,19.0,5.01,263800.0,<1H OCEAN,6.1,2.3,0.2,0.0,Medium,49.562916401398766,555.20965440429
-122.19,37.43,39.0,6.6136,472800.0,NEAR OCEAN,5.9,2.6,0.2,0.0,Old,517.4735158519907,12.64342455962423
-117.13,32.72,43.0,2.4821,140600.0,NEAR OCEAN,4.8,1.8,0.2,0.0,Old,180.46721350490736,685.4893043009192
-121.32,38.0,22.0,2.213,87500.0,INLAND,4.4,2.7,0.2,0.0,Medium,518.3466009004263,94.08628176540162
-119.32,36.19,11.0,1.0962,72300.0,INLAND,4.1,1.5,0.2,0.0,New,256.65876258416114,278.1242172700849
-117.14,32.75,37.0,2.7852,129200.0,NEAR OCEAN,3.8,1.9,0.3,0.0,Old,177.2027140178228,682.3291069166531
-122.03,37.97,20.0,2.9915,166700.0,NEAR BAY,4.4,1.5,0.2,0.0,Medium,552.5925761377098,64.69740867362925
-118.13,33.84,46.0,4.2841,312400.0,<1H OCEAN,6.5,2.6,0.2,0.0,Old,25.77772717717824,530.4928635281062
-118.12,34.23,52.0,3.9583,162500.0,INLAND,8.2,2.9,0.2,0.0,Old,22.784682470523734,499.2866767044437
-121.64,36.7,32.0,4.1675,142500.0,<1H OCEAN,5.7,1.4,0.2,0.0,Old,426.01793741191483,84.85723506567446
-117.32,34.08,41.0,2.5208,85500.0,INLAND,5.6,1.7,0.2,0.0,Old,85.3251206653327,564.0843516309354
-117.94,33.82,27.0,3.4,196900.0,<1H OCEAN,4.2,1.6,0.2,0.0,Medium,38.101863093728156,543.8206246854677
-118.1,33.89,34.0,4.4934,185600.0,<1H OCEAN,5.1,1.5,0.2,0.0,Old,22.361979039371494,528.1572633528111
-117.04,32.99,6.0,6.6012,314900.0,<1H OCEAN,7.5,2.2,0.1,0.0,New,162.42963661244818,668.2503714707259
-118.31,34.0,52.0,1.6892,129100.0,<1H OCEAN,5.6,1.6,0.2,0.0,Old,8.427344397012739,506.17900523900926
-121.35,38.02,15.0,3.428,140700.0,INLAND,5.6,1.6,0.2,0.0,New,521.6487303639877,93.91881171731751
-117.04,33.03,16.0,6.3761,296200.0,<1H OCEAN,6.4,2.6,0.2,0.0,New,159.22340801700727,664.9449344323967
-121.44,38.62,37.0,1.4387,61000.0,INLAND,5.1,2.0,0.2,0.0,Old,582.3575971841317,147.16012462364364
-117.3,34.18,28.0,4.3676,111100.0,INLAND,6.4,2.1,0.2,0.0,Medium,88.2109374380422,558.1229358221577
-120.83,39.27,14.0,3.67,160100.0,INLAND,5.9,2.4,0.2,0.0,New,623.40792178976,234.9089896142604
-118.59,34.23,17.0,3.0347,254500.0,<1H OCEAN,4.5,1.5,0.2,0.0,New,37.538336304444336,469.9813726611922
-118.39,33.88,34.0,6.077,472700.0,<1H OCEAN,5.7,2.3,0.2,0.0,Old,23.40217958060005,511.5705007874005
-122.02,37.36,24.0,4.9671,335200.0,<1H OCEAN,4.2,1.9,0.3,0.0,Medium,501.3880151449802,4.510846377551319
-121.96,37.28,33.0,5.4386,280400.0,<1H OCEAN,6.2,2.2,0.2,0.0,Old,491.314811975703,14.731003569849523
-121.57,39.8,23.0,2.1912,115200.0,INLAND,5.2,2.2,0.2,0.0,Medium,703.2099493623119,271.15158951762885
-122.05,37.59,15.0,3.7462,212500.0,NEAR BAY,4.9,2.0,0.2,0.0,New,521.8110115167206,22.484617643702155
-118.13,34.01,45.0,2.7083,161800.0,<1H OCEAN,4.7,1.6,0.2,0.0,Old,11.496433655698343,516.4064824555147
-117.33,33.16,29.0,4.0585,245500.0,NEAR OCEAN,6.5,2.3,0.2,0.0,Old,130.32036973990478,636.1941940392684
-118.27,34.25,37.0,5.0234,257600.0,<1H OCEAN,5.8,2.0,0.2,0.0,Old,22.074636370113524,488.1109391110984
-120.67,35.29,44.0,3.0833,219300.0,NEAR OCEAN,5.1,2.2,0.2,0.0,Old,261.3407074930463,263.9773840006345
-121.98,37.23,33.0,3.1176,396300.0,<1H OCEAN,4.3,2.4,0.3,0.0,Old,488.6112358688926,18.78161553627319
-122.79,38.5,18.0,3.75,248300.0,<1H OCEAN,5.8,1.8,0.2,0.0,New,640.4626571224765,139.25919063969155
-117.23,33.21,34.0,4.125,164600.0,<1H OCEAN,4.3,1.6,0.2,0.0,Old,132.55800184094957,638.2444201862545
-117.99,34.08,11.0,3.5625,141000.0,INLAND,4.5,1.0,0.2,0.0,New,23.62198416003793,519.577817559482
-121.58,39.15,34.0,1.4946,55500.0,INLAND,4.3,2.0,0.3,0.0,Old,639.5054665383742,200.05208951292622
-118.19,33.87,42.0,3.6987,152100.0,<1H OCEAN,5.3,1.9,0.2,0.0,Old,20.810474090252075,524.3424586790484
-118.98,35.38,28.0,0.8639,49400.0,INLAND,4.3,1.0,0.3,0.0,Medium,162.00571843112775,354.74477587239886
-122.28,37.82,52.0,1.5057,87500.0,NEAR BAY,4.8,2.0,0.2,0.0,Old,554.3420167097025,51.86789315883235
-119.03,35.4,35.0,2.1818,63500.0,INLAND,4.5,1.7,0.2,0.0,Old,165.95765860062548,349.83610979051343
-122.16,37.47,44.0,5.397,341700.0,NEAR BAY,6.2,2.6,0.2,0.0,Old,518.7803105419795,12.889654575381114
-122.3,37.77,42.0,2.6447,200000.0,NEAR BAY,5.7,1.0,0.2,0.0,Old,551.4432343690784,47.55107700360084
-118.05,34.02,31.0,2.125,375000.0,<1H OCEAN,5.7,1.6,0.2,0.1,Old,18.24046907874271,520.5998417681033
-121.88,37.32,45.0,3.2806,164200.0,<1H OCEAN,4.3,1.2,0.3,0.0,Old,489.60808200891205,17.41927110569102
-117.11,32.78,16.0,3.6528,133200.0,NEAR OCEAN,4.2,2.4,0.2,0.0,New,176.14733566767887,681.5771470286338
-117.29,35.54,35.0,3.4145,40400.0,INLAND,6.0,2.3,0.2,0.0,Old,186.70371965898968,473.8749846371869
-118.09,34.07,31.0,2.3424,188500.0,<1H OCEAN,4.1,1.0,0.2,0.0,Old,14.32607761870242,514.0259280650139
-118.35,34.07,46.0,4.0179,350000.0,<1H OCEAN,4.2,3.2,0.2,0.0,Old,10.01012031573761,497.90074952990653
-118.03,34.11,38.0,5.9175,416900.0,INLAND,6.3,2.1,0.2,0.0,Old,20.739719013623606,514.6205112445801
-118.49,34.02,30.0,3.1635,366700.0,<1H OCEAN,3.5,2.0,0.3,0.0,Old,23.023471353832655,493.7136084144983
-121.9,37.35,42.0,3.25,185300.0,<1H OCEAN,3.4,1.5,0.3,0.0,Old,493.24749486407546,14.558901849972159
-118.29,33.89,35.0,3.59,200600.0,<1H OCEAN,4.7,1.8,0.2,0.0,Old,18.493341150421415,516.6449870624531
-116.88,34.25,11.0,4.9643,176000.0,INLAND,12.1,4.7,0.2,0.0,New,127.66017520763083,583.0250177821764
-117.12,32.96,15.0,6.0175,238300.0,<1H OCEAN,7.1,1.9,0.1,0.0,New,159.92297507240332,665.8015087184922
-120.92,35.4,23.0,3.6908,278800.0,NEAR OCEAN,7.4,3.2,0.2,0.0,Medium,287.11024023130767,243.00511602947785
-122.75,38.43,36.0,2.6667,149100.0,<1H OCEAN,5.1,1.5,0.2,0.0,Old,632.3113771878825,130.75813658612822
-117.25,33.22,19.0,3.5,135800.0,<1H OCEAN,5.0,1.3,0.2,0.0,Medium,130.45718875312187,636.1719812142858
-122.03,37.54,6.0,4.1406,178200.0,NEAR BAY,4.6,1.5,0.2,0.0,New,516.5251304741727,17.099376570425328
-117.66,35.63,33.0,2.0441,42100.0,INLAND,6.0,2.2,0.2,0.0,Old,182.99705057634358,439.4988489809832
-122.28,37.5,33.0,7.4787,431300.0,NEAR OCEAN,6.8,2.4,0.2,0.0,Old,528.5965372135195,23.314601088109768
-118.25,34.01,45.0,1.0898,93400.0,<1H OCEAN,3.3,0.8,0.3,0.0,Old,4.7169675685777195,508.9991668427227
-118.7,35.82,20.0,2.3937,82100.0,INLAND,18.8,7.1,0.3,0.0,Medium,200.49946030901987,347.09275154646633
-121.82,39.73,44.0,2.2925,85800.0,INLAND,4.7,2.1,0.2,0.0,Old,705.9836271485779,260.8565106747244
-122.21,38.83,20.0,3.1534,123400.0,INLAND,5.4,2.5,0.2,0.0,Medium,638.232724286045,160.6729542492167
-123.64,39.45,21.0,3.0433,140700.0,<1H OCEAN,5.2,1.8,0.2,0.0,Medium,768.450226811081,267.41279320156787
-117.14,33.15,17.0,5.5696,168400.0,<1H OCEAN,6.0,1.6,0.2,0.0,New,143.20173710736023,648.8102125115026
-121.92,37.34,52.0,4.4,391300.0,<1H OCEAN,6.0,2.4,0.2,0.0,Old,493.65625829763417,13.272429189549214
-118.75,34.1,34.0,4.5333,377300.0,NEAR OCEAN,7.1,2.6,0.2,0.0,Old,47.03243625369599,471.68628156156035
-117.76,34.05,36.0,2.3859,116200.0,INLAND,4.1,0.8,0.3,0.0,Old,44.66037027592361,536.8418081069922
-117.93,33.69,26.0,6.4441,261000.0,<1H OCEAN,6.0,2.2,0.2,0.0,Medium,49.562916401398766,555.20965440429
-122.83,38.39,19.0,2.462,260300.0,<1H OCEAN,4.5,2.0,0.2,0.0,Medium,633.6260068458375,130.378958064872
-118.17,33.85,37.0,4.2218,200500.0,<1H OCEAN,5.4,1.9,0.2,0.0,Old,23.440181045218534,527.2310798782569
-119.87,36.83,4.0,5.1781,122500.0,INLAND,6.1,2.3,0.2,0.0,New,341.72452588153527,204.0359659175013
-117.88,34.01,16.0,4.7589,178200.0,<1H OCEAN,5.2,1.5,0.2,0.0,New,33.912685059160026,532.2181204598929
-119.38,36.3,14.0,3.6875,93200.0,INLAND,6.6,1.9,0.2,0.0,New,270.00101665852,267.5619497831635
-121.91,36.97,19.0,3.5112,231900.0,NEAR OCEAN,5.3,2.7,0.2,0.0,Medium,464.05560751149756,48.15037510237976
-117.88,33.84,33.0,5.1782,225000.0,<1H OCEAN,6.2,1.7,0.2,0.0,Old,41.04168235980106,545.9277677394191
-118.28,34.04,39.0,2.1696,153400.0,<1H OCEAN,2.7,0.6,0.4,0.0,Old,3.6146345694737994,504.6709791069669
-117.84,33.98,26.0,6.1076,221200.0,<1H OCEAN,6.1,1.8,0.2,0.0,Medium,38.13899437792984,537.1793810302784
-118.1,34.01,42.0,3.4297,195800.0,<1H OCEAN,4.8,1.4,0.2,0.0,Old,14.07219911867779,518.2772762923337
-122.4,37.62,44.0,4.0238,224200.0,NEAR OCEAN,4.8,1.5,0.2,0.0,Old,545.5184131896101,39.78694035661446
-117.22,33.31,12.0,6.2475,331300.0,<1H OCEAN,7.4,2.5,0.1,0.0,New,125.64868554348928,630.6886869957207
-118.27,33.94,37.0,1.6645,94900.0,<1H OCEAN,5.5,1.2,0.2,0.0,Old,12.68046297479233,513.6302037407287
-120.26,37.13,33.0,2.0278,58800.0,INLAND,5.5,1.9,0.2,0.0,Old,387.27525850047107,161.9926470384566
-118.52,34.21,34.0,5.1265,211000.0,<1H OCEAN,5.9,2.2,0.2,0.0,Old,30.91851642601865,475.8873508081112
-117.96,33.82,32.0,3.7917,197400.0,<1H OCEAN,5.1,1.8,0.2,0.0,Old,36.76049189699055,542.580282726653
-117.99,33.68,14.0,3.4899,216700.0,<1H OCEAN,4.3,1.5,0.3,0.0,New,47.49169369355958,552.4005028250747
-118.3,33.72,28.0,3.4474,253400.0,NEAR OCEAN,4.4,1.8,0.2,0.0,Medium,37.213984337431505,530.5956167931705
-118.28,33.97,40.0,1.5521,90100.0,<1H OCEAN,3.5,0.9,0.3,0.0,Old,9.714856176538955,510.5090851377988
-119.55,36.6,18.0,2.309,57100.0,INLAND,5.5,1.5,0.2,0.0,New,306.60007864094763,239.70356946271704
-122.47,37.65,27.0,4.6452,236200.0,NEAR OCEAN,5.0,1.6,0.2,0.0,Medium,552.236547538064,46.67535561233452
-118.36,33.98,39.0,3.5833,218800.0,<1H OCEAN,5.3,2.4,0.2,0.0,Old,13.399082384119717,504.8466719627319
-121.36,38.01,16.0,4.0221,173300.0,INLAND,4.7,2.1,0.2,0.0,New,521.2067280845013,92.50614842676531
-122.42,37.61,17.0,4.1513,137500.0,NEAR OCEAN,2.6,1.6,0.4,0.0,New,545.9763970295321,40.46389059682602
-122.08,37.71,35.0,5.4639,238600.0,NEAR BAY,6.1,2.2,0.2,0.0,Old,533.4818540867701,35.84879570743978
-118.4,34.0,44.0,4.6687,344300.0,<1H OCEAN,5.8,2.1,0.2,0.0,Old,15.553283178075455,500.7622370223979
-121.98,37.96,22.0,3.65,204100.0,INLAND,5.5,2.1,0.2,0.0,Medium,548.9595906782708,63.908719071851905
-117.26,33.2,13.0,2.8214,121900.0,<1H OCEAN,5.0,1.9,0.2,0.0,New,131.39711760658514,637.1989358057572
-118.21,34.02,43.0,1.3615,133300.0,<1H OCEAN,3.7,0.9,0.3,0.0,Old,4.737303993833747,510.6281115868804
-117.12,32.69,37.0,2.0673,88500.0,NEAR OCEAN,4.1,0.9,0.3,0.0,Old,183.73900314171445,688.6526560527982
-119.51,34.4,24.0,5.2039,301300.0,NEAR OCEAN,5.7,1.9,0.2,0.0,Medium,122.88793909786953,403.4202625192299
-117.27,32.85,26.0,4.425,475000.0,NEAR OCEAN,5.1,2.3,0.3,0.0,Medium,161.16494376232296,666.0213778984091
-118.55,34.39,16.0,6.8419,323300.0,<1H OCEAN,6.8,2.3,0.2,0.0,New,46.91114147687742,459.17663980966853
-119.97,38.93,24.0,3.1806,107200.0,INLAND,7.9,2.2,0.2,0.0,Medium,562.9139801081443,250.55989332136792
-120.33,37.97,17.0,2.0057,118900.0,INLAND,5.1,2.5,0.2,0.0,New,473.6204361604923,165.53364985468292
-118.15,34.17,46.0,2.0278,127500.0,<1H OCEAN,5.2,1.5,0.2,0.0,Old,15.667883719932664,502.16027234725186
-121.83,37.23,22.0,6.0889,245200.0,<1H OCEAN,6.5,2.0,0.2,0.0,Medium,479.31075757296776,26.688822761084467
-117.3,33.06,31.0,4.027,290000.0,NEAR OCEAN,4.4,2.0,0.2,0.0,Old,140.67740213966187,646.4068213590882
-118.19,34.03,31.0,2.6964,125000.0,<1H OCEAN,3.6,0.8,0.3,0.0,Old,5.5364523698614185,511.03925545549515
-119.03,36.06,36.0,2.162,51900.0,INLAND,4.6,1.4,0.2,0.0,Old,234.01054706006363,307.94943442063925
-118.13,33.91,35.0,4.9375,183800.0,<1H OCEAN,5.3,2.1,0.2,0.0,Old,18.951966712500887,524.6564452524292
-119.28,35.5,34.0,2.4044,65800.0,INLAND,5.5,1.7,0.2,0.0,Old,186.53088868254682,325.36297152092965
-118.39,34.03,25.0,3.0574,319400.0,<1H OCEAN,3.8,1.8,0.3,0.0,Medium,13.731978004646443,498.8307187860523
-118.22,34.09,45.0,2.8194,165000.0,<1H OCEAN,4.4,1.1,0.3,0.0,Old,4.729327300621955,504.2503197968586
-120.68,35.51,17.0,4.3218,209100.0,<1H OCEAN,5.8,1.8,0.2,0.0,New,275.44993803985966,242.18327159874906
-120.31,36.65,24.0,2.25,76600.0,INLAND,6.0,1.8,0.2,0.0,Medium,343.9905562547536,175.7284648919633
-118.04,33.85,18.0,7.5057,328500.0,<1H OCEAN,6.7,1.9,0.2,0.0,New,29.284486477240957,535.1616963519677
-121.98,37.27,29.0,5.3561,298900.0,<1H OCEAN,5.3,2.0,0.2,0.0,Old,491.7642686461806,14.738884084561336
-118.04,33.76,25.0,7.1572,294900.0,<1H OCEAN,7.7,2.5,0.1,0.0,Medium,37.488638778759565,542.6573096042116
-120.86,35.4,21.0,2.7043,186200.0,NEAR OCEAN,5.6,2.5,0.2,0.0,Medium,282.4339392730367,245.3135829765003
-121.79,36.64,11.0,2.3087,118800.0,<1H OCEAN,5.4,1.1,0.2,0.0,New,431.6200293370144,86.30419807285425
-118.21,34.1,36.0,3.7437,241700.0,<1H OCEAN,3.7,1.6,0.3,0.0,Old,6.147244387787547,504.0551136951747
-122.17,40.11,24.0,1.7708,59000.0,INLAND,4.9,1.6,0.2,0.0,Medium,757.3182551353867,302.38484164529166
-121.48,38.58,42.0,1.245,137500.0,INLAND,3.6,2.4,0.3,0.0,Old,580.3229567710846,141.75210940296733
-118.16,33.96,24.0,2.4432,187500.0,<1H OCEAN,3.4,0.7,0.3,0.0,Medium,12.820969509116376,518.668672659764
-116.41,33.74,17.0,2.4659,177800.0,INLAND,9.7,4.5,0.2,0.0,New,173.10828618141468,652.3907052470753
-118.28,33.92,39.0,1.5114,90400.0,<1H OCEAN,4.6,1.3,0.2,0.0,Old,15.042613300020484,514.7102255071134
-118.2,33.96,41.0,3.055,167000.0,<1H OCEAN,4.1,0.9,0.3,0.0,Old,10.994971763656224,516.2143770643576
-118.06,34.04,28.0,2.6288,160300.0,<1H OCEAN,4.4,1.5,0.2,0.0,Medium,17.015807206558726,518.348133947282
-121.09,38.03,21.0,4.517,152200.0,INLAND,5.7,2.0,0.2,0.0,Medium,510.42331033093507,111.19068844890532
-118.32,34.1,28.0,1.7306,450000.0,<1H OCEAN,2.8,1.2,0.4,0.0,Medium,8.815441346660906,497.2437907120764
-121.28,38.74,33.0,4.05,134700.0,INLAND,5.6,2.5,0.2,0.0,Old,587.091913755207,164.90027562392248
-118.37,34.08,52.0,6.0338,423700.0,<1H OCEAN,5.8,2.3,0.2,0.0,Old,12.0600529698733,495.8496975452687
-117.98,34.13,37.0,4.0083,142900.0,INLAND,5.0,1.1,0.2,0.0,Old,25.8206718932705,516.2410877135048
-121.82,39.73,33.0,1.7426,60300.0,INLAND,5.0,1.9,0.2,0.0,Old,705.9836271485779,260.8565106747244
-117.66,34.14,8.0,6.9418,310500.0,INLAND,6.7,2.0,0.1,0.0,New,54.73749554880273,536.5111318739628
-118.22,34.05,41.0,1.6122,157100.0,<1H OCEAN,3.3,0.9,0.3,0.0,Old,2.201772748351783,507.53621362222475
-118.3,33.86,35.0,4.9792,251300.0,<1H OCEAN,4.9,1.8,0.2,0.0,Old,21.94507286247592,518.5950004878764
-117.03,32.73,34.0,3.5096,142000.0,NEAR OCEAN,5.2,1.8,0.2,0.0,Old,185.0813535996942,690.6476830705446
-122.17,37.76,40.0,1.8426,94800.0,NEAR BAY,4.9,1.8,0.2,0.0,Old,542.9054862065085,42.52086025047257
-115.57,32.85,33.0,3.2396,62300.0,INLAND,5.5,1.7,0.2,0.0,Old,282.0743764781308,776.248293193289
-118.04,34.06,39.0,3.2132,176100.0,<1H OCEAN,5.5,1.3,0.2,0.0,Old,18.826289175069178,517.9971962053661
-122.28,37.91,48.0,7.3089,331200.0,NEAR BAY,7.3,3.0,0.1,0.0,Old,561.7747555143576,61.22615653136552
-122.49,38.22,33.0,3.5647,251800.0,NEAR BAY,5.4,1.9,0.2,0.0,Old,599.8026289568138,99.94346997131836
-117.17,34.51,15.0,3.4875,90800.0,INLAND,5.7,1.8,0.2,0.0,New,111.14434719547519,544.279868890395
-118.08,33.76,25.0,1.4617,46900.0,<1H OCEAN,3.3,2.7,0.3,0.0,Medium,35.77280110884502,540.2334522515997
-119.52,34.4,20.0,3.2125,251000.0,NEAR OCEAN,4.4,1.4,0.3,0.0,Medium,123.76306486478893,402.9065695479307
-117.03,33.18,17.0,5.1771,212800.0,<1H OCEAN,6.5,2.0,0.2,0.0,New,148.4700828829346,653.3039464670769
-118.43,34.28,30.0,3.0132,142600.0,<1H OCEAN,4.6,0.7,0.2,0.0,Old,30.554627891351405,475.6330967663313
-122.31,38.27,34.0,4.3585,194400.0,NEAR BAY,5.8,2.2,0.2,0.0,Old,593.9142835278485,100.44208286127805
-121.49,38.5,32.0,3.319,84500.0,INLAND,5.3,1.8,0.2,0.0,Old,573.1866221574331,133.17652447879266
-117.9,34.01,27.0,3.7917,131100.0,<1H OCEAN,4.8,0.8,0.2,0.0,Medium,32.08435816480827,530.9350910034525
-117.98,33.87,29.0,3.8068,158700.0,<1H OCEAN,4.5,1.4,0.3,0.0,Old,31.66198566184103,537.2251537844686
-119.7,34.43,52.0,2.125,300000.0,<1H OCEAN,3.6,2.4,0.3,0.0,Old,140.55025991028953,391.08152015617435
-121.77,37.99,4.0,5.4409,205100.0,INLAND,7.9,2.3,0.1,0.0,New,540.2167177296213,71.51826937082889
-120.39,36.78,11.0,1.7184,55200.0,INLAND,4.0,0.9,0.3,0.0,New,359.9636426527114,162.8696826014211
-118.1,33.96,36.0,4.0357,162500.0,<1H OCEAN,5.1,1.3,0.2,0.0,Old,16.757427176262226,522.3754943601307
-118.2,33.87,26.0,2.525,155500.0,<1H OCEAN,3.3,0.9,0.3,0.0,Medium,20.6095907789089,523.7382993621466
-120.66,35.2,13.0,5.9676,380000.0,NEAR OCEAN,8.0,2.8,0.1,0.0,New,255.54540920676786,273.26525058613265
-122.45,37.71,52.0,3.8583,261600.0,NEAR OCEAN,5.1,1.5,0.2,0.0,Old,555.7326965447473,49.841555947234035
-122.23,37.76,52.0,4.1458,248500.0,NEAR BAY,6.0,2.8,0.2,0.0,Old,546.452652515241,44.06205864650599
-120.83,38.74,17.0,2.2269,128300.0,INLAND,5.0,2.1,0.2,0.0,New,569.5146371351743,184.76859161653758
-121.61,36.69,19.0,2.0244,118500.0,<1H OCEAN,3.9,0.9,0.3,0.0,Medium,423.29455025339934,87.04531618138914
-121.47,38.55,48.0,0.9948,65400.0,INLAND,3.5,1.4,0.3,0.0,Old,577.0206115782564,138.9753895712696
-117.08,32.63,30.0,2.6146,159400.0,NEAR OCEAN,5.1,1.4,0.2,0.0,Old,191.3506879097794,696.1764937227852
-122.33,38.29,14.0,5.3351,269900.0,NEAR BAY,7.7,2.2,0.1,0.0,New,596.7406734505768,103.00325263749671
-117.97,33.89,15.0,9.0683,367400.0,<1H OCEAN,7.2,1.9,0.1,0.0,New,31.04020010188239,536.2094144812293
-118.44,34.03,37.0,3.625,357600.0,<1H OCEAN,5.3,2.4,0.2,0.0,Old,18.292893380259827,495.83469398248815
-116.53,33.84,28.0,2.5885,159000.0,INLAND,6.3,2.4,0.2,0.0,Medium,160.15672276857507,636.7513463053175
-119.05,35.34,17.0,4.0529,106200.0,INLAND,5.6,2.0,0.2,0.0,New,160.83151338169543,352.7741928707256
-121.91,37.36,42.0,3.2153,199700.0,<1H OCEAN,4.8,1.7,0.2,0.0,Old,494.66301367506685,13.416445760711785
-117.91,33.91,32.0,4.125,230200.0,<1H OCEAN,5.5,2.3,0.2,0.0,Old,34.6356057058742,538.3481763220046
-118.02,34.08,31.0,2.3333,164200.0,INLAND,4.0,0.8,0.3,0.0,Old,20.879419750035368,517.6612148646757
-116.83,32.81,18.0,4.8125,210500.0,<1H OCEAN,6.0,2.3,0.2,0.0,New,190.43144347112607,696.2252381991741
-122.27,37.87,35.0,1.7464,216700.0,NEAR BAY,3.2,1.9,0.3,0.0,Old,557.8744899522108,56.74259063324751
-117.02,34.88,18.0,3.0313,80000.0,INLAND,5.3,1.8,0.2,0.0,New,145.16306450714572,531.8682737223864
-122.18,37.76,37.0,2.2917,107000.0,NEAR BAY,4.9,1.7,0.2,0.0,Old,543.4945464174447,42.73595681231022
-118.35,34.16,42.0,3.2015,250000.0,<1H OCEAN,4.9,2.1,0.2,0.0,Old,15.465683255295843,490.4416407245831
-122.16,38.02,40.0,5.1265,196100.0,NEAR BAY,6.5,2.4,0.2,0.0,Old,564.1456188585836,70.7812335662531
-117.25,32.79,25.0,3.6429,317100.0,NEAR OCEAN,4.3,2.2,0.2,0.0,Medium,167.74628785651063,672.3498562173831
-118.21,34.07,47.0,1.7292,191700.0,<1H OCEAN,3.6,0.9,0.3,0.0,Old,3.684776174448433,506.5117924658716
-118.47,34.01,41.0,4.4211,462900.0,<1H OCEAN,5.7,2.6,0.2,0.0,Old,21.416852006056416,495.74878694008703
-122.3,38.32,20.0,2.5035,153200.0,NEAR BAY,4.5,2.0,0.2,0.0,Medium,597.674619629521,105.6788775353397
-123.41,40.61,17.0,1.7875,55000.0,INLAND,6.1,2.6,0.3,0.0,New,859.4556475517387,376.43026796082216
-118.06,34.1,38.0,3.8646,257100.0,<1H OCEAN,5.3,2.0,0.2,0.0,Old,17.76559917763846,513.5079521578289
-117.08,32.73,36.0,3.6125,122500.0,NEAR OCEAN,5.0,1.9,0.2,0.0,Old,182.28075041584066,687.6327277251027
-122.29,40.47,20.0,1.9657,63000.0,INLAND,4.9,2.0,0.2,0.0,Medium,797.3495862877182,342.79416243583364
-118.3,33.77,18.0,2.9571,346200.0,<1H OCEAN,5.0,1.3,0.2,0.0,New,31.731921204670684,526.2885773403684
-117.2,33.72,16.0,1.9912,98600.0,<1H OCEAN,5.8,3.4,0.2,0.0,New,103.34221662060686,599.4530249863337
-118.63,34.18,33.0,6.7977,389700.0,<1H OCEAN,7.2,2.6,0.1,0.0,Old,38.35547825205309,471.81209326654545
-123.19,39.21,22.0,3.5917,118800.0,<1H OCEAN,5.4,1.9,0.2,0.0,Medium,723.1335487121825,225.2494594572059
-117.12,32.75,17.0,1.9886,119200.0,NEAR OCEAN,3.4,1.6,0.3,0.0,New,178.28708460177046,683.5275492322164
-121.77,37.74,25.0,9.1531,418800.0,INLAND,5.8,1.9,0.2,0.0,Medium,518.3505169633409,46.6457453231957
-118.32,34.09,34.0,2.0557,225000.0,<1H OCEAN,2.3,0.7,0.5,0.0,Old,8.196677097808728,498.07193370159126
-122.11,37.66,36.0,4.1302,172700.0,NEAR BAY,5.9,1.9,0.2,0.0,Old,531.1220558790689,30.598079515535673
-117.47,34.06,33.0,2.7574,125000.0,INLAND,6.0,1.6,0.2,0.0,Old,71.43615530151634,555.3655996282068
-117.29,34.15,42.0,2.9667,97000.0,INLAND,5.1,2.1,0.2,0.0,Old,88.66864637574578,561.0045920967005
-121.26,38.66,19.0,6.1183,221600.0,INLAND,7.0,2.4,0.1,0.0,Medium,578.4656675175103,157.6467086259212
-120.09,36.19,12.0,1.4191,55100.0,INLAND,3.6,0.7,0.3,0.0,New,290.80250798625025,220.21833788457687
-122.49,38.27,8.0,3.5625,213200.0,NEAR BAY,5.4,3.1,0.2,0.0,New,604.0120760600544,105.09129380962004
-122.29,38.4,28.0,4.7833,361100.0,INLAND,6.6,2.4,0.2,0.0,Medium,604.0770081144361,114.22733324113815
-122.43,37.72,52.0,3.7105,250500.0,NEAR BAY,4.8,1.4,0.2,0.0,Old,555.2974924768663,49.44944872260504
-122.25,37.83,52.0,3.1429,231600.0,NEAR BAY,4.4,2.4,0.2,0.0,Old,553.3940598904783,51.97070848142172
-121.53,39.53,35.0,4.5156,91200.0,INLAND,6.1,2.6,0.2,0.0,Old,674.8222317204696,242.242787768754
-117.08,32.78,21.0,4.625,222800.0,NEAR OCEAN,6.6,3.0,0.2,0.0,Medium,177.83159603174087,683.3881176285003
-122.49,37.69,36.0,4.5,275600.0,NEAR OCEAN,5.1,1.7,0.2,0.0,Old,556.6272342916493,50.87514127347694
-121.57,39.16,21.0,3.725,84700.0,INLAND,6.2,2.2,0.2,0.0,Medium,640.0626096654172,201.32087477731682
-118.02,34.08,29.0,3.6944,175200.0,INLAND,4.0,1.1,0.2,0.0,Old,20.879419750035368,517.6612148646757
-118.28,34.07,24.0,2.4632,216700.0,<1H OCEAN,2.7,1.2,0.4,0.0,Medium,3.8895643390985,502.18485404056656
-122.64,41.73,36.0,1.8694,71200.0,INLAND,5.3,2.2,0.2,0.0,Old,935.4795820490062,484.71976960450115
